po_id,po_number,supplier_id,supplier_name,sku,product_name,ordered_qty,received_qty,order_date,expected_delivery_date,actual_delivery_date,status,quality_rating,notes,created_by,supplier_history
7639f969-3971-4983-9567-9901aea5e7c1,PO-2141,SUP004,CareWell Distributors,BB-16101,Natural Fairness Natural Ayurvedic Saffron Face Cream,274.0,274.0,2025-02-15,2025-02-19,2025-02-18,received,4.0,,,
7d3503ba-e623-48d0-830d-969c74956500,PO-2144,SUP004,CareWell Distributors,BB-24699,Ayurvedic Karela Powder,589.0,589.0,2025-02-08,2025-02-12,2025-02-11,received,3.0,,,
9487fda6-350f-4e48-900a-804afc7e1b14,PO-2145,SUP004,CareWell Distributors,BB-23480,Shave Brush,1230.0,1230.0,2026-05-28,2026-06-01,2026-06-01,received,5.0,,,
97a0b59a-502d-4b01-8aca-848076dda1b4,PO-2146,SUP004,CareWell Distributors,BB-6556,Dead Sea Bath Salt,139.0,129.0,2025-01-29,2025-02-02,2025-02-01,received,4.0,,,
204e71cc-4771-4d29-a5c7-f2f1870532ec,PO-2147,SUP004,CareWell Distributors,BB-1762,Natural Moisturizing Lip Butter,671.0,671.0,2025-07-29,2025-08-02,2025-08-01,received,4.0,,,
d7c882bc-757d-4bad-8193-9889af2cd978,PO-2148,SUP004,CareWell Distributors,BB-24851,"Soap - Geranium, Hand Made",341.0,341.0,2026-03-26,2026-03-30,2026-03-29,received,4.0,,,
9e93ac88-2301-40de-a0ec-76bfe8e093df,PO-2149,SUP004,CareWell Distributors,BB-19334,"Mach3 - Start Mens Razor Blades, Cartridge",205.0,205.0,2025-06-16,2025-06-20,2025-06-20,received,5.0,,,
25ff01e1-3d33-48a2-a664-5e9d9fccadd5,PO-2150,SUP001,Glamour Care Distributors,BB-9431,HP8100/46 Hair Dryer - Purple,81.0,75.0,2026-03-16,2026-03-21,2026-03-21,received,4.0,,,
4730b2c8-0a61-44b8-a854-623176e15db2,PO-2151,SUP001,Glamour Care Distributors,BB-16539,Morning Dew Compact Perfume,1095.0,1095.0,2026-03-15,2026-03-20,2026-03-18,received,4.0,,,
c097ea41-b478-4604-9a48-4fab8bd01017,PO-2152,SUP001,Glamour Care Distributors,BB-24851,"Soap - Geranium, Hand Made",693.0,693.0,2025-02-02,2025-02-07,2025-02-05,received,4.0,,,
5ccce4e2-0f3b-46d8-8d72-4f44f4d71e52,PO-2154,SUP001,Glamour Care Distributors,BB-1634,Green Tea Watery Cream,103.0,103.0,2026-01-07,2026-01-12,2026-01-11,received,4.0,,,
30671b31-2301-4cd9-963d-cdf2b1a14d50,PO-2155,SUP001,Glamour Care Distributors,BB-20494,Soap - Neem & Turmeric,371.0,371.0,2025-06-05,2025-06-10,2025-06-08,received,4.0,,,
4a7bb66f-86b7-446c-982b-2e59492e7e7e,PO-2157,SUP001,Glamour Care Distributors,BB-15349,Glitter Glow Mask,165.0,165.0,2025-01-25,2025-01-30,2025-01-29,received,5.0,,,
4ae390ab-4956-40e3-8051-86daff033a74,PO-2158,SUP001,Glamour Care Distributors,BB-6124,Beard Growth Oil - Almond & Thyme Hair Oil,212.0,212.0,2025-12-10,2025-12-15,2025-12-13,received,5.0,,,
4ca5f561-a663-4bdb-b246-576f47a02531,PO-2159,SUP001,Glamour Care Distributors,BB-9121,Bhringraj & Amla Oil For Hair,47.0,47.0,2025-02-03,2025-02-08,2025-02-06,received,4.0,,,
60f4a211-cf32-45ae-abb1-5e22cab6741b,PO-2161,SUP001,Glamour Care Distributors,BB-24084,Regenerist Advanced Anti-Ageing Revitalizing Skin Serum,22.0,22.0,2026-03-16,2026-03-21,2026-03-19,received,4.0,,,
942acccf-d9c8-4b14-ba73-c30649fef1cf,PO-2162,SUP001,Glamour Care Distributors,BB-16049,Fresh Active Roll On,274.0,274.0,2025-10-20,2025-10-25,2025-10-24,received,4.0,,,
8178c389-8c97-4ae8-bfc5-ed1c06dda287,PO-2163,SUP001,Glamour Care Distributors,BB-22008,Anti Tan Srcub,164.0,158.0,2026-03-21,2026-03-26,2026-03-24,received,4.0,,,
f820f5dd-be3a-4274-8397-893dbbbdb577,PO-2164,SUP001,Glamour Care Distributors,BB-18009,Phalkalyan Ghrita - For Women's Health,349.0,349.0,2025-09-12,2025-09-17,2025-09-16,received,5.0,,,
5e4b7993-f30a-4b60-829d-3eaaa405fe03,PO-2165,SUP005,Personal Care Plus,BB-8241,Illuminating Dewy Face Mist,292.0,285.0,2026-05-09,2026-05-14,2026-05-12,received,4.0,,,
6baa312e-c628-400e-bd1e-a9c596c92d64,PO-2166,SUP005,Personal Care Plus,BB-17654,Perfecta Ultra Extra Soft Sanitary Napkins,631.0,631.0,2025-06-22,2025-06-27,2025-06-25,received,5.0,,,
9fa0fe70-a096-461b-ab24-c7f402029177,PO-2167,SUP005,Personal Care Plus,BB-16784,Eau De Toilette For Men,14.0,13.0,2025-03-31,2025-04-05,2025-04-05,received,4.0,,,
1389ed03-2c4a-4f34-8a98-0e7ae995fedf,PO-2168,SUP005,Personal Care Plus,BB-1133,Diamond - Shine & Glow Facial Kit,318.0,318.0,2025-09-21,2025-09-26,2025-09-24,received,3.0,,,
255abdec-a035-495e-8b18-4785672f836f,PO-2169,SUP005,Personal Care Plus,BB-25638,Pennant Eau De Toilette For Men,98.0,98.0,2026-05-24,2026-05-29,2026-05-29,received,4.0,,,
b4a38122-8526-4186-98d5-e4aad5f6316b,PO-2170,SUP005,Personal Care Plus,BB-771,"Passion, Vanilla Shower Gel With Skin Conditioners",160.0,160.0,2025-02-16,2025-02-21,2025-02-21,received,4.0,,,
753f8292-428f-46a9-90a6-778cb877f9c8,PO-2171,SUP005,Personal Care Plus,BB-17604,For Men Set - Eau De Toilette + Deodorant,50.0,50.0,2025-01-16,2025-01-21,2025-01-20,received,4.0,,,
af860673-70e1-4cf6-85c0-5068a0715f70,PO-2172,SUP005,Personal Care Plus,BB-21635,Neem & Turmeric Clear Skin Soap Combo,215.0,215.0,2025-11-27,2025-12-02,2025-12-01,received,5.0,,,
6ae15910-9f53-43ed-b049-37490e9fb476,PO-2173,SUP005,Personal Care Plus,BB-27418,Natural Dietary Fibre,46.0,43.0,2026-06-24,2026-06-29,2026-06-29,received,4.0,,,
879976f3-d288-46be-8726-6127eabdfa01,PO-2175,SUP005,Personal Care Plus,BB-14554,Sensitive Everyday Protection Anticavity Toothpaste.,601.0,601.0,2025-10-14,2025-10-19,2025-10-17,received,4.0,,,
67efd628-bae8-4142-b5a4-f770c42f73ed,PO-2176,SUP005,Personal Care Plus,BB-26806,Base Camp Body Lotion - For Men,197.0,197.0,2025-02-20,2025-02-25,2025-02-27,received,4.0,,,
34819ed0-ec0d-4368-a678-a373cd6784cc,PO-2177,SUP005,Personal Care Plus,BB-13572,"Retinol Advanced Anti Aging Day Cream - SPF 30, UVA/UVB PA+++",48.0,48.0,2026-06-26,2026-07-01,2026-06-29,received,5.0,,,
6baa1fef-a8c4-43c8-9e40-e1729cc42135,PO-2178,SUP005,Personal Care Plus,BB-24128,Reviving Oxy Pack,78.0,78.0,2025-12-05,2025-12-10,2025-12-08,received,4.0,,,
9b048904-410c-477b-afaf-8ece2abe187f,PO-2179,SUP005,Personal Care Plus,BB-1246,Spunky Avatar Perfume Spray,344.0,344.0,2026-06-09,2026-06-14,2026-06-14,received,4.0,,,
f7dd3a66-39be-4c46-a27f-6d0bc3762590,PO-2180,SUP010,Aura Personal Care,BB-18498,Tea Tree Essential Oil,104.0,104.0,2026-04-22,2026-04-27,2026-04-26,received,4.0,,,
938e80a7-ee0c-4d60-8616-b5bb02dff4b5,PO-2181,SUP010,Aura Personal Care,BB-23763,Amla Hair Repair Hot Oil Treatment,166.0,166.0,2025-08-14,2025-08-19,2025-08-17,received,5.0,,,
fa54ca3d-e600-4bea-b775-4787ef0a284b,PO-2182,SUP010,Aura Personal Care,BB-12380,Neem Wood Multi Purpore Comb,420.0,420.0,2026-05-18,2026-05-23,2026-05-21,received,5.0,,,
97946f3e-5951-4bfb-9082-9b0a10080082,PO-2183,SUP010,Aura Personal Care,BB-19952,Daily Pore Minimizing Toner,235.0,235.0,2026-04-06,2026-04-11,2026-04-15,received,5.0,,,
895d44c8-6cbe-4309-8af1-5878f1eedb18,PO-2184,SUP010,Aura Personal Care,BB-26017,Eau-De-Mehfil Eau De Parfum,112.0,112.0,2025-11-20,2025-11-25,2025-11-23,received,4.0,,,
bdc2b7eb-2af6-48ec-9c63-83ba14b42335,PO-2185,SUP010,Aura Personal Care,BB-19923,Regenerist Whip - UV SPF 30,57.0,0.0,2025-06-16,2025-06-21,,cancelled,,,,
a0acf0da-a213-49cd-9bdf-944dc5754d33,PO-2186,SUP010,Aura Personal Care,BB-10392,Pain Relief Cream,6457.0,6457.0,2026-02-09,2026-02-14,2026-02-12,received,4.0,,,
b5ad2b89-88dd-4e33-8026-3fbf647e697d,PO-2187,SUP010,Aura Personal Care,BB-13246,Wheat Grass Powder,141.0,141.0,2025-11-30,2025-12-05,2025-12-08,received,5.0,,,
47505ba3-062d-4d93-b73d-b0a23136cee9,PO-2188,SUP010,Aura Personal Care,BB-27117,Signature Gold Black Musk & Cedar Wood Perfume,115.0,115.0,2026-01-20,2026-01-25,2026-01-24,received,4.0,,,
0d7a2969-da5b-4ad1-831e-c83681237793,PO-2189,SUP010,Aura Personal Care,BB-4074,VapoRub - Super Saver Pack,238.0,238.0,2025-03-18,2025-03-23,2025-03-21,received,4.0,,,
5cb19557-e78b-4df5-8e73-3db9094d5e65,PO-2190,SUP010,Aura Personal Care,BB-9843,Natural Vita Rich Face Wash,344.0,344.0,2025-07-30,2025-08-04,2025-08-04,received,4.0,,,
2363c300-487f-4cbe-959d-ead8117a1391,PO-2191,SUP010,Aura Personal Care,BB-16978,Orange Peel-Off Mask,508.0,508.0,2025-02-21,2025-02-26,2025-02-25,received,4.0,,,
69bd9a74-fdab-4558-96b7-d15e9ed29a10,PO-2192,SUP010,Aura Personal Care,BB-4074,VapoRub - Super Saver Pack,556.0,0.0,2025-08-14,2025-08-19,,cancelled,,,,
72509ffe-c4e1-433b-9e37-a81f1bec4dcf,PO-2193,SUP010,Aura Personal Care,BB-16255,Bathing Soap - Ayurvedic,159.0,159.0,2025-08-17,2025-08-22,2025-08-20,received,4.0,,,
10304174-feaa-451e-9be5-b80914e6f72a,PO-2195,SUP007,SoftTouch Hygiene,BB-25555,Power 10 Formula VB Effector,86.0,86.0,2025-07-01,2025-07-04,2025-07-04,received,4.0,,,
a763c8e8-509b-46f0-9974-ac3708833982,PO-2197,SUP007,SoftTouch Hygiene,BB-16978,Orange Peel-Off Mask,452.0,452.0,2026-04-16,2026-04-19,2026-04-24,received,5.0,,,
ae7ba30f-9d07-4091-9b17-d08a6f66627f,PO-2199,SUP007,SoftTouch Hygiene,BB-3575,24 Carat Gold Facial Kit,250.0,250.0,2025-03-07,2025-03-10,2025-03-09,received,5.0,,,
b839955f-5159-4140-8b55-f7cb90472958,PO-2200,SUP007,SoftTouch Hygiene,BB-9866,Coffee Cranberry Skin Polishing Set,62.0,62.0,2026-02-16,2026-02-19,2026-02-18,received,3.0,,,
b0583f23-7831-4f9d-82c3-a94d1d1b5c28,PO-2201,SUP007,SoftTouch Hygiene,BB-18133,"Shot Body Spray- Absolute Series, Game",447.0,447.0,2026-01-15,2026-01-18,2026-01-18,received,5.0,,,
3fb635d3-ac80-431e-bd02-b4342ae62bdf,PO-2203,SUP007,SoftTouch Hygiene,BB-1133,Diamond - Shine & Glow Facial Kit,211.0,211.0,2025-02-19,2025-02-22,2025-02-22,received,4.0,,,
b3b183c9-03ca-4264-8aba-aadc2d4facf9,PO-2205,SUP007,SoftTouch Hygiene,BB-115,Black Eau De Toilette,7.0,7.0,2025-08-06,2025-08-09,2025-08-12,received,4.0,,,
031feacc-9508-4115-8563-11c9a2d89045,PO-2206,SUP007,SoftTouch Hygiene,BB-3304,Canada - Bath N Body Milk & Honey Body Scrub,228.0,228.0,2026-01-06,2026-01-09,2026-01-07,received,5.0,,,
e91dac6b-46c9-4186-93f9-8c123e54bdf7,PO-2207,SUP007,SoftTouch Hygiene,BB-26967,Kulinjan Root Powder - Supports Healthy Stomach & Respiratory Functions,148.0,0.0,2025-06-13,2025-06-16,,cancelled,,,,
d41dd03b-bf15-4e43-87ec-dd8a4d9e73f4,PO-2208,SUP007,SoftTouch Hygiene,BB-1765,Enriched Coconut Hair Oil - With 7 Ayurvedic Herbs,421.0,421.0,2025-05-14,2025-05-17,2025-05-21,received,5.0,,,
67b56ce7-df43-402c-9f41-7cfdc3c166e1,PO-2209,SUP007,SoftTouch Hygiene,BB-10185,Beard Kit,26.0,26.0,2026-02-11,2026-02-14,2026-02-12,received,4.0,,,
c4fe1fdb-f1aa-49de-8e4b-c0deac22e464,PO-2210,SUP008,MedLife Wholesale,BB-1653,Flaxseed Oil Capsules,90.0,90.0,2025-06-28,2025-07-03,2025-07-05,received,3.0,,,
6470f81f-9be7-4962-b17c-a0f064f5c5ce,PO-2211,SUP008,MedLife Wholesale,BB-26017,Eau-De-Mehfil Eau De Parfum,125.0,125.0,2026-01-19,2026-01-24,2026-01-24,received,2.0,,,
5e65b24d-b102-42d6-a116-69694efe1295,PO-2212,SUP008,MedLife Wholesale,BB-4116,Rosemarry Oil,113.0,107.0,2026-05-07,2026-05-12,2026-05-17,received,3.0,,,
e7112cc0-defa-4d16-b753-a902cc01915f,PO-2213,SUP008,MedLife Wholesale,BB-13246,Wheat Grass Powder,118.0,118.0,2025-03-31,2025-04-05,2025-04-04,received,5.0,,,
c95031c2-6e58-4e1d-a294-28f79ce0e47e,PO-2214,SUP008,MedLife Wholesale,BB-4592,Signature Gold Italian Bergamot & Amber Wood Perfume,265.0,265.0,2025-12-29,2026-01-03,2026-01-03,received,4.0,,,
be12c46a-dff7-4897-bab7-dacc817bef66,PO-2215,SUP008,MedLife Wholesale,BB-4877,Urban Balance Daily Scrub Cleanser,77.0,77.0,2025-11-10,2025-11-15,2025-11-15,received,5.0,,,
6dda4d60-38af-4176-80df-7646cfca92bf,PO-2216,SUP008,MedLife Wholesale,BB-2408,Chic-Issme Set - Eau De Parfum + Deodorant,46.0,46.0,2026-03-27,2026-04-01,2026-04-06,received,5.0,,,
d99f1504-ed6c-4d17-a608-9318a2547c1a,PO-2217,SUP008,MedLife Wholesale,BB-14672,Sebium Gel Moussant,40.0,40.0,2025-02-25,2025-03-02,2025-03-07,received,5.0,,,
69535dba-f5fc-4fc8-8aeb-b93d2a4e4ecb,PO-2218,SUP008,MedLife Wholesale,BB-7228,Dott Max Condoms,375.0,375.0,2025-04-29,2025-05-04,2025-05-02,received,5.0,,,
2c747af4-8b07-444f-914c-41f8cb446813,PO-2219,SUP008,MedLife Wholesale,BB-22817,Agent Jack Eau De Toilette For Men,148.0,134.0,2026-03-25,2026-03-30,2026-03-30,received,4.0,,,
27be50d7-4109-4399-8d7a-d45fb713d6fd,PO-2220,SUP008,MedLife Wholesale,BB-18498,Tea Tree Essential Oil,57.0,57.0,2026-06-28,2026-07-03,2026-07-08,received,4.0,,,
727fef47-092a-4521-8fb3-caf920c765db,PO-2221,SUP008,MedLife Wholesale,BB-17184,Whitening & UV Protection Body Lotion,483.0,483.0,2025-08-14,2025-08-19,2025-08-18,received,4.0,,,
30f4a926-d002-4a0f-a833-2ca361daa92e,PO-2222,SUP008,MedLife Wholesale,BB-24112,Organic Tulsi,435.0,435.0,2025-06-24,2025-06-29,2025-07-03,received,4.0,,,
0bb2296d-06e3-4f03-82b1-4191bcb9ea8e,PO-2223,SUP008,MedLife Wholesale,BB-26094,Soap - Forest Spice,856.0,856.0,2025-06-19,2025-06-24,2025-06-23,received,5.0,,,
8e088045-8c75-426c-8c63-9a778d2b5f46,PO-2224,SUP008,MedLife Wholesale,BB-15429,Soap Case - Glamour,319.0,319.0,2025-11-10,2025-11-15,2025-11-15,received,4.0,,,
dc48796a-2b75-48c4-84ea-2e1aab7b2579,PO-2225,SUP002,PureSkin Essentials,BB-3566,Marine After Shave Spray,55.0,55.0,2026-05-11,2026-05-15,2026-05-16,received,5.0,,,
0422ec0a-5b4a-42ac-816a-7c994a2a287d,PO-2226,SUP002,PureSkin Essentials,BB-25802,Power 10 Formula WH Effector,105.0,105.0,2025-04-14,2025-04-18,2025-04-17,received,3.0,,,
3ecc55f3-a778-4a03-9f5e-d6f09670d47e,PO-2227,SUP002,PureSkin Essentials,BB-23019,"7X Beard Oil - Musk, 7 Premium Oils Supports Beard Growth & Nourishment",178.0,173.0,2025-01-16,2025-01-20,2025-01-21,received,4.0,,,
c67dd165-ab5b-4adc-9f3e-199a7e80521d,PO-2229,SUP002,PureSkin Essentials,BB-27117,Signature Gold Black Musk & Cedar Wood Perfume,152.0,152.0,2025-12-16,2025-12-20,2025-12-18,received,4.0,,,
0025ea67-0904-4fbf-8d6d-98310d68bd9c,PO-2230,SUP002,PureSkin Essentials,BB-7932,Cedarwood Luxury Shower Gel,149.0,149.0,2025-06-30,2025-07-04,2025-07-04,received,4.0,,,
f1d89b0c-e6ed-4616-9872-1320fdfa44db,PO-2231,SUP002,PureSkin Essentials,BB-23459,"Peppermint Exfol Gel - Treats Blackheads, Refreshes & Brightens",535.0,535.0,2025-05-25,2025-05-29,2025-05-29,received,4.0,,,
86ea96bc-8c0b-43ca-a1ec-a4a9b0d58924,PO-2232,SUP002,PureSkin Essentials,BB-13561,Daily Shine Shampoo,1534.0,1534.0,2025-09-15,2025-09-19,2025-09-17,received,5.0,,,
db760a57-9b12-49e3-98b5-9fe1b3b53d12,PO-2233,SUP002,PureSkin Essentials,BB-19020,"Hand Sanitizer With Mint & Lemon, Non-Sticky",1887.0,1887.0,2025-12-16,2025-12-20,2025-12-20,received,4.0,,,
6ed97833-a8a6-4cff-9c0c-9eaf4e8ca3b6,PO-2234,SUP002,PureSkin Essentials,BB-14064,Cool Wind Eau De Toilette Deodorant,397.0,397.0,2026-04-20,2026-04-24,2026-04-24,received,5.0,,,
572c342f-9c02-4f60-9a24-89ac9448a925,PO-2235,SUP002,PureSkin Essentials,BB-3065,Deep Cleansing Activated Charcoal Face Wash,393.0,393.0,2025-10-20,2025-10-24,2025-10-29,received,4.0,,,
11d78d2f-d664-4bd0-a59e-9bbf146ed6d6,PO-2236,SUP002,PureSkin Essentials,BB-21067,Charcoal Face Scrub For Exfoliation & Tan Removal - Tea Tree & Peppermint,269.0,269.0,2025-03-21,2025-03-25,2025-03-26,received,4.0,,,
d3f788a6-aa07-43f0-99e0-91be3d6d334c,PO-2237,SUP002,PureSkin Essentials,BB-22811,Cold Pressed Bhringraj Cooling Oil For Hair Fall & Damage Control,460.0,460.0,2025-11-20,2025-11-24,2025-11-23,received,4.0,,,
77cd6c49-3df9-4208-9504-5afc5afb46aa,PO-2238,SUP002,PureSkin Essentials,BB-3065,Deep Cleansing Activated Charcoal Face Wash,103.0,103.0,2025-10-07,2025-10-11,2025-10-09,received,4.0,,,
db375d97-9da0-4e93-92c4-68c5cd4e1355,PO-2239,SUP002,PureSkin Essentials,BB-3567,2 Ply Reusable Reversible Cotton Face Mask,201.0,201.0,2025-03-03,2025-03-07,2025-03-05,received,5.0,,,
9b7cc9b3-3815-4d71-9bb3-8f7e52abfa46,PO-2240,SUP009,DermaCare Solutions,BB-8241,Illuminating Dewy Face Mist,229.0,210.0,2025-02-08,2025-02-12,2025-02-12,received,4.0,,,
5099508d-f95b-4ded-84e0-9a62c65aaf05,PO-2241,SUP009,DermaCare Solutions,BB-1833,Perfect Radiance Intense Whitening Serum,109.0,109.0,2025-07-04,2025-07-08,2025-07-08,received,5.0,,,
350385e2-d6e8-4613-b510-9d7c140b477f,PO-2243,SUP009,DermaCare Solutions,BB-22653,"Antibacterial Germ Kill Spray (No Gas) – Safe On Skin, Safe On Surfaces",442.0,417.0,2025-08-15,2025-08-19,2025-08-24,received,5.0,,,
740958fd-10f8-42e2-87d2-9097d82b8afe,PO-2244,SUP009,DermaCare Solutions,BB-26876,Facial Serum - Anti-Ageing,73.0,73.0,2025-05-22,2025-05-26,2025-05-26,received,4.0,,,
79cfbf9d-4b6c-433c-8037-6ddaf88cd143,PO-2245,SUP009,DermaCare Solutions,BB-3304,Canada - Bath N Body Milk & Honey Body Scrub,91.0,91.0,2025-02-04,2025-02-08,2025-02-10,received,4.0,,,
997fe50e-a2fd-4c31-9698-8dce3f7a7bf9,PO-2246,SUP009,DermaCare Solutions,BB-27077,CD 99 Mukhallat Concentrated Oriental Perfume Free From Alcohol For Unisex,49.0,49.0,2025-08-14,2025-08-18,2025-08-18,received,4.0,,,
5e2ec51a-ea0c-4a0a-8373-c319a2988d64,PO-2247,SUP009,DermaCare Solutions,BB-22325,Absorbent Cotton Wool,955.0,955.0,2025-10-11,2025-10-15,2025-10-14,received,4.0,,,
ab706c7c-4dd0-4f9a-8340-19f540e5225c,PO-2248,SUP009,DermaCare Solutions,BB-22363,L-Carnitine 2000mg Double Strength Formula - For Athletes & Bodybuilders,24.0,24.0,2025-02-08,2025-02-12,2025-02-11,received,4.0,,,
15299c82-76c9-4157-bce1-9ed7ac140aa4,PO-2249,SUP009,DermaCare Solutions,BB-2499,Antiseptic- Disinfectant Liquid 550 ml + Clinical Strength Hand Sanitizer 500 ml,112.0,0.0,2026-02-19,2026-02-23,,cancelled,,,,
44390393-6f28-4272-9837-12b5b35bdbb6,PO-2250,SUP009,DermaCare Solutions,BB-8337,Verge & Sheer Perfume For Pair,29.0,29.0,2026-03-23,2026-03-27,2026-04-01,received,4.0,,,
62fb3df2-904e-46be-9003-14a764b943e1,PO-2251,SUP009,DermaCare Solutions,BB-15593,Ylang Ylang Essential Oil,279.0,279.0,2026-01-31,2026-02-04,2026-02-03,received,5.0,,,
b827386c-e13c-4525-97c1-0a50000bfa36,PO-2252,SUP009,DermaCare Solutions,BB-6329,Strong & Long Health Shampoo,395.0,357.0,2025-08-14,2025-08-18,2025-08-16,received,4.0,,,
a2986c31-0b29-418c-b96f-e096849b793b,PO-2254,SUP009,DermaCare Solutions,BB-26000,Oudh Golab Middle Eastern Handmade Soap,76.0,76.0,2025-03-30,2025-04-03,2025-04-02,received,5.0,,,
cbf4bacb-61db-4a34-99aa-bc4d57aea628,PO-2255,SUP044,Refresh Beverages,BB-19537,Celebration Series Darjeeling First Flush Premium Loose Leaf Black Tea,143.0,131.0,2026-06-13,2026-06-17,2026-06-15,received,4.0,,,
3a294ddd-acd5-414e-9a58-71526ce9c52e,PO-2256,SUP044,Refresh Beverages,BB-7216,Masala Tea,879.0,0.0,2026-01-06,2026-01-10,,cancelled,,,,
6309c310-7e15-44b5-9e98-8c674466a5e2,PO-2257,SUP044,Refresh Beverages,BB-19836,Classic Instant Coffee,142.0,142.0,2025-08-05,2025-08-09,2025-08-07,received,4.0,,,
5f50ef21-da9a-4a4b-a617-67b0bbbfe1d9,PO-2258,SUP044,Refresh Beverages,BB-5446,Sunrise Instant Coffee - Chicory Mixture,935.0,935.0,2025-03-16,2025-03-20,2025-03-20,received,5.0,,,
9f252106-ef94-4536-9654-9641da5360f4,PO-2260,SUP044,Refresh Beverages,BB-12940,Organic Chamomile Mint Citrus Long Leaf Green Tea,164.0,164.0,2026-01-19,2026-01-23,2026-01-21,received,4.0,,,
5ad9c02a-b646-49a9-987a-f6930ca6cb92,PO-2262,SUP044,Refresh Beverages,BB-8813,Herbal Tea - Organic Turmeric Chamomile,310.0,0.0,2025-01-16,2025-01-20,,cancelled,,,,
64266415-9533-4905-babf-862ed7f6f649,PO-2264,SUP044,Refresh Beverages,BB-1559,Royale Chocolate 500gm + Health Drink - Kesar badam 200gm,250.0,250.0,2025-11-05,2025-11-09,2025-11-10,received,4.0,,,
7907902c-770a-431e-9cd7-e44d91b9e2fd,PO-2265,SUP044,Refresh Beverages,BB-14382,Tulsi Natura Green Tea Bags,252.0,252.0,2025-03-06,2025-03-10,2025-03-09,received,5.0,,,
682b822c-fb7a-4a34-b68d-8544b90c9959,PO-2266,SUP044,Refresh Beverages,BB-14382,Tulsi Natura Green Tea Bags,455.0,455.0,2026-01-25,2026-01-29,2026-02-02,received,4.0,,,
69aa0284-c1ef-4057-a594-55a5c841efed,PO-2267,SUP044,Refresh Beverages,BB-19836,Classic Instant Coffee,165.0,165.0,2026-02-24,2026-02-28,2026-03-01,received,4.0,,,
215e95ca-c8d6-419b-b683-384e009c4cb9,PO-2268,SUP044,Refresh Beverages,BB-20393,Aam Panna Mango Drink,693.0,0.0,2025-03-12,2025-03-16,,cancelled,,,,
ffc5e6f7-27fd-46ec-97d7-71f2a64da1f4,PO-2269,SUP044,Refresh Beverages,BB-2751,"Juice - Orange, With No Added Sugar",257.0,257.0,2025-04-04,2025-04-08,2025-04-13,received,4.0,,,
880c8729-3eea-4830-9e6a-cc8c63ff863d,PO-2270,SUP043,BevCorp India,BB-5050,Insta - Nimbupaani,775.0,731.0,2025-04-14,2025-04-19,2025-04-18,received,4.0,,,
0b561f9a-b1c2-4c10-9eb8-d7549a2a04ae,PO-2271,SUP043,BevCorp India,BB-12994,"Fruit & Vegetable Juice - Blends, Lean",184.0,184.0,2025-08-22,2025-08-27,2025-08-26,received,4.0,,,
35406222-d2a4-4044-8afa-86fe9b0beea7,PO-2272,SUP043,BevCorp India,BB-8649,Darjeeling Black Tea - Bodh Second Flush,98.0,96.0,2025-07-16,2025-07-21,2025-07-19,received,4.0,,,
0fef79a1-397a-48e0-97ea-8a35cbc8359e,PO-2273,SUP043,BevCorp India,BB-10088,Nilgiri White Tea - Sei,134.0,134.0,2025-04-19,2025-04-24,2025-04-24,received,4.0,,,
c7991bf7-de85-4544-8b6f-14a29d2191a5,PO-2274,SUP043,BevCorp India,BB-2751,"Juice - Orange, With No Added Sugar",341.0,341.0,2025-05-25,2025-05-30,2025-05-28,received,4.0,,,
8727360d-0bc2-4de7-aab3-b005b782f2b6,PO-2275,SUP043,BevCorp India,BB-18947,"Juice - Litchi, Aloevera",771.0,771.0,2025-04-27,2025-05-02,2025-04-30,received,5.0,,,
1cbb9ded-d549-45ba-8e42-15a1599339ce,PO-2276,SUP043,BevCorp India,BB-19604,Syrup - Milk Booster,232.0,232.0,2025-10-01,2025-10-06,2025-10-08,received,4.0,,,
9192a62b-24d9-4caf-adb1-a7fc73bf8b8d,PO-2277,SUP043,BevCorp India,BB-25607,Assam Tea Bag,1696.0,1696.0,2025-03-27,2025-04-01,2025-04-01,received,4.0,,,
cb7fe700-63ca-4781-a207-5314655c5c63,PO-2278,SUP043,BevCorp India,BB-2713,"Green Tea - Pure, Leaf",194.0,0.0,2025-12-25,2025-12-30,,cancelled,,,,
bd45785e-f440-432a-8f88-78910e25625e,PO-2279,SUP043,BevCorp India,BB-19604,Syrup - Milk Booster,134.0,134.0,2026-02-25,2026-03-02,2026-03-02,received,3.0,,,
88d8c282-e39c-445d-bf56-9f8ac5d30231,PO-2280,SUP043,BevCorp India,BB-178,Water-based Electrolyte Drink,2094.0,2094.0,2025-04-29,2025-05-04,2025-05-07,received,5.0,,,
220c0f5f-38d7-407a-9a8d-e0981d414573,PO-2281,SUP043,BevCorp India,BB-20668,Indian Tonic Water,654.0,654.0,2026-02-04,2026-02-09,2026-02-10,received,4.0,,,
3792bef0-1fcf-4bf0-bc38-79aef8119459,PO-2283,SUP043,BevCorp India,BB-14339,Malgudi Filter Coffee Pouch -  80:20,978.0,978.0,2025-10-22,2025-10-27,2025-10-29,received,3.0,,,
a235a29d-c557-43bc-9408-ee50b2cdc45e,PO-2284,SUP043,BevCorp India,BB-25607,Assam Tea Bag,623.0,623.0,2025-01-16,2025-01-21,2025-01-20,received,4.0,,,
20573516-e772-4e92-b48f-b276312719c9,PO-2285,SUP046,Hydration Hub,BB-20393,Aam Panna Mango Drink,368.0,368.0,2026-05-21,2026-05-24,2026-05-24,received,4.0,,,
